"order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
CA-2016-152457,2016-09-12,2016-09-18,Standard Class,SC-20695,OFF-PA-10003790,68,3,0,31
CA-2016-152730,2016-05-30,2016-06-04,Standard Class,EM-14140,OFF-AP-10002684,364,3,0,109
CA-2017-137001,2017-06-10,2017-06-13,Second Class,GZ-14545,OFF-AR-10001231,14,7,0,4
CA-2017-156363,2017-10-22,2017-10-28,Standard Class,ML-17395,TEC-PH-10003988,32,5,0,-6
CA-2017-122056,2017-06-13,2017-06-17,Standard Class,PG-18895,OFF-AR-10004260,181,7,0,50
US-2014-143721,2014-11-23,2014-11-26,Second Class,DK-12835,FUR-CH-10001973,155,2,0,-35
CA-2017-122987,2017-08-16,2017-08-16,Same Day,SJ-20215,OFF-BI-10002824,13,3,0,-11
CA-2016-133368,2016-01-14,2016-01-20,Standard Class,AG-10675,OFF-PA-10004039,89,2,0,32
CA-2016-123337,2016-09-16,2016-09-22,Standard Class,KD-16495,FUR-BO-10001918,273,2,0,-12
US-2016-150357,2016-10-10,2016-10-14,Standard Class,EB-13975,OFF-SU-10004498,20,2,0,-4
CA-2015-144519,2015-11-13,2015-11-17,Standard Class,AW-10930,TEC-PH-10004908,339,5,0,42
CA-2014-120670,2014-11-02,2014-11-06,Standard Class,JK-16120,TEC-AC-10004171,799,10,0,239
CA-2016-157217,2016-07-19,2016-07-21,First Class,TC-21535,TEC-PH-10002070,35,2,0,4
CA-2016-108224,2016-05-14,2016-05-14,Same Day,TH-21235,TEC-AC-10003832,185,7,0,48
CA-2015-162782,2015-02-21,2015-02-27,Standard Class,PW-19240,OFF-BI-10003527,2541,2,0,1270
CA-2017-159282,2017-10-16,2017-10-21,Standard Class,GH-14410,TEC-MA-10001148,599,5,0,-479
CA-2017-155936,2017-06-22,2017-06-29,Standard Class,JK-15730,OFF-BI-10002432,3,3,0,-5
CA-2017-169439,2017-09-09,2017-09-13,Standard Class,LC-17140,OFF-AR-10001374,25,5,0,3
CA-2017-151183,2017-10-14,2017-10-19,Standard Class,BK-11260,TEC-AC-10003614,46,4,0,15
CA-2016-149965,2016-06-20,2016-06-25,Standard Class,BS-11365,TEC-AC-10004877,6,1,0,0
CA-2014-158281,2014-09-02,2014-09-07,Standard Class,AG-10525,TEC-MA-10002210,559,3,0,-121
CA-2016-153661,2016-01-30,2016-01-31,First Class,SC-20725,OFF-ST-10000675,305,9,0,76
CA-2017-109183,2017-12-04,2017-12-09,Standard Class,LR-16915,TEC-MA-10001856,649,2,0,-272
CA-2016-113656,2016-01-23,2016-01-29,Standard Class,CB-12415,FUR-FU-10000719,59,7,0,21
CA-2015-148964,2015-05-26,2015-05-31,Standard Class,RD-19900,FUR-FU-10003849,20,1,0,7
CA-2014-111899,2014-05-04,2014-05-05,First Class,NC-18340,OFF-AR-10001725,37,2,0,2
CA-2015-101126,2015-02-10,2015-02-14,Second Class,NB-18655,OFF-ST-10000943,77,5,0,7
CA-2014-163468,2014-11-18,2014-11-21,First Class,JK-15730,FUR-TA-10002533,292,4,0,-175
US-2017-117450,2017-09-04,2017-09-08,Standard Class,DO-13645,FUR-CH-10003817,97,2,0,6
CA-2014-137274,2014-03-29,2014-04-02,Standard Class,MG-18145,FUR-TA-10001889,890,3,0,-152
CA-2016-144092,2016-11-05,2016-11-07,Second Class,LH-17155,TEC-AC-10002305,72,4,0,12
CA-2017-112172,2017-06-10,2017-06-14,Second Class,MM-18280,OFF-FA-10004395,14,3,0,0
CA-2015-121699,2015-08-10,2015-08-14,Standard Class,BD-11320,OFF-BI-10004632,64,5,0,29
CA-2015-162761,2015-10-09,2015-10-13,Standard Class,SC-20575,OFF-BI-10000145,1,2,0,-1
CA-2016-121377,2016-05-28,2016-06-02,Standard Class,TN-21040,TEC-PH-10001817,286,1,0,25
CA-2017-115322,2017-05-11,2017-05-16,Second Class,ZC-21910,OFF-AR-10004456,43,3,0,12
CA-2016-132066,2016-10-16,2016-10-20,Standard Class,NB-18655,FUR-TA-10001539,142,1,0,-37
CA-2017-158120,2017-11-17,2017-11-21,Standard Class,KH-16330,OFF-PA-10003205,19,3,0,6
CA-2017-100097,2017-11-26,2017-11-29,Second Class,MN-17935,TEC-PH-10002310,979,5,0,264
CA-2017-167626,2017-09-03,2017-09-07,Standard Class,MY-18295,OFF-PA-10003424,8,3,0,3
US-2017-126053,2017-12-05,2017-12-08,First Class,CS-11950,FUR-FU-10001934,41,2,0,10
US-2017-128447,2017-11-10,2017-11-17,Standard Class,MC-17845,OFF-AP-10004540,400,5,0,112
US-2014-131275,2014-03-18,2014-03-24,Standard Class,SC-20050,FUR-FU-10004597,111,2,0,14
CA-2016-149349,2016-11-12,2016-11-13,First Class,SP-20650,FUR-FU-10001037,22,6,0,-8
CA-2017-115119,2017-10-26,2017-10-30,Standard Class,SC-20440,TEC-PH-10001433,61,1,0,-13
CA-2015-125563,2015-04-11,2015-04-17,Standard Class,PR-18880,FUR-FU-10001290,67,2,0,10
CA-2015-113152,2015-12-25,2015-12-30,Standard Class,JK-15625,TEC-AC-10002049,843,2,0,371
CA-2017-165155,2017-09-21,2017-09-23,First Class,BM-11575,OFF-ST-10004950,15,1,0,3
CA-2014-163412,2014-12-20,2014-12-23,Second Class,SM-20950,FUR-CH-10004875,192,3,0,36
CA-2015-159590,2015-07-18,2015-07-21,First Class,KC-16255,OFF-AR-10003190,5,2,0,1
CA-2014-116190,2014-07-26,2014-08-01,Standard Class,SG-20470,FUR-CH-10000553,67,2,0,18
CA-2014-168473,2014-12-26,2015-01-01,Standard Class,TB-21520,OFF-ST-10000563,191,6,0,19
CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,FUR-TA-10004289,721,6,0,-420
CA-2014-130421,2014-03-03,2014-03-07,Standard Class,SC-20020,OFF-AP-10002534,176,3,0,-459
CA-2017-142125,2017-10-21,2017-10-27,Standard Class,JB-15400,OFF-BI-10000301,38,6,0,19
CA-2017-141138,2017-11-10,2017-11-16,Standard Class,GH-14425,TEC-AC-10001772,111,7,0,43
CA-2017-152135,2017-03-16,2017-03-18,Second Class,MG-17650,TEC-PH-10003505,445,8,0,-81
CA-2016-151974,2016-09-22,2016-09-29,Standard Class,RD-19660,OFF-LA-10004484,16,5,0,5
CA-2017-154102,2017-02-06,2017-02-13,Standard Class,SN-20560,OFF-PA-10001593,29,5,0,13
CA-2015-139780,2015-12-31,2016-01-02,Second Class,AH-10690,OFF-BI-10004139,116,8,0,52
CA-2016-114748,2016-10-09,2016-10-14,Standard Class,MZ-17335,OFF-AR-10001315,1,1,0,0
US-2014-115189,2014-12-30,2015-01-03,Second Class,AR-10345,TEC-PH-10002170,251,6,0,-50
CA-2016-163594,2016-04-12,2016-04-14,First Class,JF-15295,OFF-PA-10000809,19,3,0,9
CA-2016-127243,2016-11-28,2016-12-04,Standard Class,DS-13180,TEC-PH-10004539,340,3,0,-73
CA-2017-161851,2017-04-15,2017-04-17,First Class,BP-11095,OFF-BI-10004654,15,3,0,-11
CA-2015-110345,2015-03-09,2015-03-11,Second Class,TG-21310,OFF-LA-10001175,4,2,0,1
CA-2014-107769,2014-10-28,2014-11-01,Standard Class,BT-11395,TEC-PH-10001336,257,2,0,74
US-2017-123862,2017-01-07,2017-01-09,Second Class,JF-15190,OFF-ST-10000760,153,11,0,44
CA-2017-100580,2017-08-13,2017-08-20,Standard Class,MK-17905,OFF-BI-10000069,36,3,0,11
US-2017-145597,2017-11-02,2017-11-05,First Class,GG-14650,OFF-AR-10001958,54,4,0,5
CA-2014-132787,2014-09-19,2014-09-23,Standard Class,MC-18130,OFF-ST-10001321,92,6,0,24
CA-2015-136224,2015-05-31,2015-05-31,Same Day,ML-18265,OFF-AR-10003504,10,3,0,1
CA-2016-105732,2016-09-13,2016-09-18,Standard Class,AG-10270,OFF-ST-10000419,40,3,0,0
CA-2017-108035,2017-11-29,2017-12-03,Standard Class,TT-21070,FUR-CH-10000454,390,2,0,48
CA-2017-160031,2017-12-04,2017-12-07,Second Class,LT-16765,OFF-PA-10000241,74,3,0,23
CA-2017-147844,2017-05-02,2017-05-06,Standard Class,DD-13570,OFF-PA-10003016,15,5,0,7
CA-2016-110975,2016-12-25,2016-12-30,Standard Class,DB-12970,FUR-TA-10002958,313,2,0,-120
CA-2014-141649,2014-09-30,2014-09-30,Same Day,DM-12955,OFF-AP-10003217,795,6,0,59
CA-2014-124807,2014-07-12,2014-07-15,Second Class,ME-17725,OFF-PA-10001526,35,9,0,12
CA-2016-110009,2016-09-08,2016-09-13,Standard Class,TR-21325,FUR-FU-10003039,43,1,0,14
CA-2017-168172,2017-08-06,2017-08-10,Standard Class,SH-20395,OFF-SU-10002573,70,4,0,21
CA-2015-100146,2015-05-14,2015-05-19,Standard Class,CB-12535,FUR-BO-10004015,509,5,0,41
CA-2017-152079,2017-01-20,2017-01-21,First Class,ML-17410,OFF-LA-10001613,11,5,0,4
CA-2016-129728,2016-05-30,2016-06-06,Standard Class,JG-15310,FUR-FU-10003247,167,8,0,11
CA-2014-121769,2014-04-08,2014-04-12,Standard Class,JS-15880,FUR-TA-10004442,172,1,0,-94
CA-2014-103058,2014-07-23,2014-07-24,First Class,AG-10270,TEC-AC-10001314,99,2,0,7
CA-2017-121125,2017-05-30,2017-06-03,Standard Class,MG-17890,TEC-PH-10001619,156,1,0,17
US-2016-114013,2016-03-13,2016-03-15,Second Class,SC-20770,FUR-CH-10004287,386,2,0,-5
CA-2017-135069,2017-04-10,2017-04-14,Standard Class,BS-11755,OFF-AP-10000026,195,4,0,21
CA-2016-101693,2016-06-25,2016-06-27,Second Class,LC-17140,FUR-CH-10001146,85,2,0,-6
US-2014-164763,2014-03-17,2014-03-21,Standard Class,MH-17440,OFF-BI-10000605,11,3,0,5
CA-2014-161249,2014-08-09,2014-08-13,Standard Class,RD-19720,OFF-FA-10004838,4,3,0,0
CA-2015-148180,2015-07-26,2015-07-31,Standard Class,BP-11095,OFF-BI-10000605,9,3,0,3
CA-2014-165568,2014-02-15,2014-02-19,Standard Class,BF-11020,OFF-BI-10001031,21,5,0,7
CA-2015-145457,2015-03-24,2015-03-27,Second Class,CP-12085,FUR-FU-10003832,46,5,0,13
US-2017-163657,2017-09-02,2017-09-06,Standard Class,JL-15235,OFF-BI-10000138,18,5,0,6
CA-2015-120446,2015-11-16,2015-11-18,First Class,JG-15805,OFF-LA-10003148,18,3,0,8
CA-2014-109932,2014-12-09,2014-12-11,First Class,VP-21760,OFF-PA-10001804,10,2,0,3
CA-2017-127474,2017-02-03,2017-02-07,Second Class,RD-19810,OFF-PA-10001166,5,1,0,1
CA-2017-115448,2017-11-11,2017-11-14,First Class,MH-18025,FUR-FU-10004090,88,5,0,14
CA-2017-105669,2017-09-17,2017-09-22,Second Class,SJ-20125,OFF-AR-10000390,9,3,0,3
CA-2017-134796,2017-06-25,2017-07-01,Standard Class,FM-14380,TEC-PH-10003505,148,2,0,16
CA-2016-137743,2016-07-30,2016-08-04,Standard Class,KH-16360,OFF-LA-10003663,9,4,0,3
CA-2015-137974,2015-04-16,2015-04-18,First Class,LL-16840,TEC-PH-10002033,569,2,0,148
US-2015-136987,2015-04-11,2015-04-14,Second Class,AR-10540,TEC-CO-10001943,639,4,0,215
CA-2015-138485,2015-02-27,2015-03-01,Second Class,NP-18670,TEC-AC-10002076,538,9,0,80
CA-2016-103709,2016-09-08,2016-09-15,Standard Class,LP-17095,OFF-AR-10003338,14,2,0,3
CA-2016-138282,2016-05-19,2016-05-23,Standard Class,AH-10690,OFF-AP-10001366,87,8,0,23
CA-2017-148985,2017-11-11,2017-11-15,Second Class,TB-21190,FUR-FU-10001424,34,4,0,11
CA-2014-138100,2014-09-15,2014-09-20,Standard Class,AA-10315,OFF-PA-10000349,14,3,0,7
CA-2015-100734,2015-09-15,2015-09-20,Standard Class,AC-10615,OFF-BI-10002609,3,4,0,-2
CA-2016-139997,2016-07-01,2016-07-03,First Class,EM-14140,TEC-CO-10000971,1499,5,0,449
CA-2016-109652,2016-04-10,2016-04-15,Standard Class,QJ-19255,OFF-AR-10000034,13,4,0,3
CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,FUR-CH-10004063,2573,9,0,746
CA-2016-124583,2016-09-01,2016-09-03,Second Class,LB-16795,OFF-EN-10002500,12,1,0,5
CA-2014-113964,2014-09-23,2014-09-30,Standard Class,JP-16135,OFF-BI-10004654,18,4,0,6
CA-2014-129938,2014-12-15,2014-12-17,Second Class,EB-13705,FUR-CH-10003774,445,7,0,-108
CA-2017-135111,2017-12-28,2018-01-02,Standard Class,CS-12400,OFF-AR-10004707,2,1,0,0
US-2015-134558,2015-12-19,2015-12-24,Second Class,PM-19135,OFF-PA-10001184,29,5,0,14
CA-2017-157196,2017-11-05,2017-11-09,Standard Class,AA-10645,OFF-PA-10003172,12,2,0,6
CA-2015-108672,2015-09-10,2015-09-16,Standard Class,FA-14230,FUR-FU-10003799,106,6,0,33
US-2017-118598,2017-11-16,2017-11-16,Same Day,CM-12190,TEC-PH-10002583,119,6,0,5
US-2017-160836,2017-09-11,2017-09-16,Standard Class,CC-12475,OFF-PA-10004239,10,3,0,3
CA-2017-121048,2017-07-14,2017-07-18,Standard Class,TC-21295,OFF-BI-10004022,4,2,0,1
US-2017-120147,2017-03-30,2017-03-30,Same Day,TB-21400,OFF-AR-10000817,6,2,0,2
CA-2016-158043,2016-01-31,2016-02-04,Second Class,JK-15325,OFF-EN-10003134,23,2,0,11
US-2017-106579,2017-06-08,2017-06-13,Standard Class,BW-11200,OFF-BI-10000309,12,4,0,-18
CA-2014-115889,2014-11-02,2014-11-06,Standard Class,SH-20395,TEC-PH-10001615,46,2,0,5
US-2017-161935,2017-07-14,2017-07-18,Standard Class,JL-15835,OFF-PA-10000605,9,2,0,3
US-2017-167920,2017-12-09,2017-12-12,Second Class,JL-15835,OFF-BI-10004236,29,2,0,13
CA-2016-162383,2016-09-05,2016-09-11,Standard Class,MD-17350,OFF-BI-10002824,8,2,0,-7
CA-2014-125731,2014-09-10,2014-09-16,Standard Class,CL-12565,OFF-EN-10003072,21,7,0,7
US-2017-106145,2017-09-26,2017-09-26,Same Day,RA-19885,OFF-EN-10001028,71,6,0,33
CA-2016-107146,2016-06-17,2016-06-19,First Class,LC-16885,FUR-FU-10002298,266,3,0,-13
US-2017-134642,2017-02-25,2017-03-01,Standard Class,SW-20245,FUR-CH-10002880,196,2,0,-22
US-2017-160143,2017-03-31,2017-04-07,Standard Class,HG-14965,OFF-SU-10004231,29,3,0,8
CA-2017-103415,2017-12-03,2017-12-08,Standard Class,MV-17485,FUR-FU-10000820,13,2,0,-14
CA-2016-106460,2016-02-19,2016-02-22,Second Class,GT-14710,OFF-PA-10001736,70,2,0,33
US-2017-112347,2017-12-02,2017-12-06,Standard Class,BS-11380,OFF-ST-10003306,114,1,0,12
CA-2014-103492,2014-10-10,2014-10-15,Standard Class,CM-12715,TEC-PH-10001128,719,6,0,71
CA-2016-136595,2016-09-05,2016-09-07,First Class,EM-13825,FUR-FU-10004671,21,3,0,-11
CA-2014-140396,2014-11-20,2014-11-25,Standard Class,KH-16330,OFF-EN-10002592,34,3,0,17
CA-2014-114181,2014-05-10,2014-05-14,Second Class,AF-10885,FUR-BO-10004467,349,7,0,-216
CA-2017-159506,2017-11-27,2017-12-02,Standard Class,JR-16210,OFF-PA-10003641,158,6,0,72
US-2014-137155,2014-11-01,2014-11-05,Standard Class,DL-12925,OFF-AP-10002518,533,3,0,154
CA-2016-105746,2016-12-30,2017-01-01,First Class,BD-11605,FUR-CH-10000454,170,1,0,0
US-2016-104815,2016-09-03,2016-09-07,Standard Class,RB-19570,FUR-BO-10003894,198,4,0,0
CA-2017-157672,2017-10-05,2017-10-07,First Class,RB-19795,TEC-AC-10001714,63,2,0,13
US-2016-166660,2016-01-30,2016-02-01,Second Class,TB-21250,FUR-CH-10001190,435,4,0,-59
CA-2017-140802,2017-04-21,2017-04-23,First Class,KN-16390,TEC-AC-10001998,47,3,0,8
CA-2014-133830,2014-12-05,2014-12-10,Standard Class,RL-19615,OFF-AR-10003045,26,9,0,11
CA-2014-100916,2014-10-21,2014-10-26,Standard Class,FH-14275,OFF-ST-10003479,194,5,0,9
CA-2015-129532,2015-12-08,2015-12-12,Standard Class,YS-21880,OFF-ST-10004186,221,2,0,4
CA-2014-134726,2014-11-02,2014-11-07,Second Class,SW-20755,TEC-AC-10000023,41,2,0,15
CA-2016-138597,2016-12-18,2016-12-21,First Class,PN-18775,FUR-CH-10004997,563,3,0,112
CA-2015-123113,2015-11-23,2015-11-27,Second Class,AT-10735,OFF-AP-10000275,2625,8,0,735
CA-2015-169656,2015-08-13,2015-08-16,First Class,EJ-13720,OFF-ST-10003816,422,3,0,15
CA-2015-142734,2015-04-16,2015-04-21,Standard Class,DM-13345,FUR-CH-10003968,127,2,0,2
CA-2014-163223,2014-03-21,2014-03-25,Standard Class,KH-16690,TEC-PH-10000730,3499,7,0,909
CA-2017-122945,2017-11-16,2017-11-22,Standard Class,MB-18085,FUR-FU-10001196,17,3,0,5
CA-2015-139738,2015-09-25,2015-09-29,Standard Class,DK-12895,OFF-AR-10004602,128,7,0,12
CA-2016-158778,2016-09-05,2016-09-09,Standard Class,DB-13210,FUR-FU-10000260,58,9,0,11
CA-2017-119655,2017-04-20,2017-04-24,Standard Class,CV-12295,OFF-BI-10001989,146,7,0,70
CA-2015-164567,2015-06-15,2015-06-19,Standard Class,GK-14620,TEC-PH-10002103,225,3,0,22
CA-2014-131947,2014-09-17,2014-09-22,Standard Class,JA-15970,OFF-AR-10001473,5,2,0,0
CA-2016-152520,2016-07-08,2016-07-12,Standard Class,TH-21115,OFF-PA-10000289,12,2,0,6
CA-2016-101791,2016-05-27,2016-05-31,Standard Class,BS-11665,FUR-FU-10003247,25,3,0,-33
CA-2017-121195,2017-12-24,2017-12-27,First Class,NS-18505,OFF-ST-10000585,264,2,0,19
CA-2017-163209,2017-05-03,2017-05-07,Standard Class,MK-18160,OFF-PA-10001166,25,4,0,12
CA-2014-133354,2014-02-22,2014-02-24,First Class,SA-20830,OFF-PA-10001800,19,3,0,9
US-2015-130491,2015-02-08,2015-02-11,First Class,BH-11710,OFF-PA-10000791,9,2,0,4
CA-2015-113740,2015-08-24,2015-08-28,Second Class,SC-20380,FUR-FU-10000010,14,3,0,4
CA-2014-148425,2014-11-30,2014-12-04,Standard Class,RF-19345,OFF-BI-10000201,6,9,0,-4
CA-2016-144309,2016-12-10,2016-12-16,Standard Class,CM-12235,OFF-PA-10001776,18,2,0,8
CA-2017-151225,2017-10-27,2017-10-29,First Class,JM-15655,FUR-TA-10001539,189,1,0,9
US-2014-144078,2014-11-25,2014-11-29,Standard Class,RB-19435,TEC-PH-10001580,539,5,0,47
CA-2014-124464,2014-07-14,2014-07-20,Standard Class,SS-20515,OFF-AP-10000576,39,1,0,11
CA-2015-136805,2015-05-23,2015-05-27,Second Class,NM-18445,OFF-AP-10001394,850,5,0,245
US-2015-159499,2015-11-21,2015-11-23,Second Class,EM-14095,OFF-AP-10002867,325,6,0,28
CA-2014-162089,2014-03-30,2014-04-01,First Class,MP-17470,OFF-EN-10002230,335,5,0,113
US-2017-158526,2017-12-29,2018-01-01,Second Class,KH-16360,FUR-CH-10002602,1207,8,0,314
CA-2017-104885,2017-03-02,2017-03-08,Standard Class,DB-13555,OFF-AR-10001615,59,3,0,15
US-2016-157490,2016-10-06,2016-10-07,First Class,LB-16795,TEC-MA-10001695,703,6,0,-938
CA-2015-161452,2015-04-05,2015-04-11,Standard Class,CA-11965,FUR-CH-10003973,892,3,0,89
US-2014-115196,2014-09-09,2014-09-13,Standard Class,DL-12925,TEC-MA-10002073,1299,2,0,-571
CA-2016-138968,2016-03-15,2016-03-16,First Class,FC-14335,OFF-BI-10003529,4,2,0,1
CA-2015-101889,2015-12-27,2015-12-31,Standard Class,DB-13120,FUR-TA-10004154,1548,9,0,-464
CA-2017-110821,2017-08-07,2017-08-08,First Class,CK-12205,TEC-AC-10001552,119,3,0,-13
CA-2015-121552,2015-03-22,2015-03-27,Standard Class,FW-14395,OFF-AR-10003217,19,4,0,5
CA-2015-107685,2015-11-30,2015-12-02,Second Class,JM-15865,FUR-FU-10002813,80,4,0,29
US-2014-120740,2014-04-15,2014-04-15,Same Day,PS-18970,OFF-AP-10000240,106,2,0,31
CA-2017-155740,2017-07-30,2017-08-02,First Class,TC-21475,OFF-BI-10001071,76,4,0,-53
CA-2017-146493,2017-06-01,2017-06-05,Standard Class,CV-12805,OFF-BI-10003676,53,5,0,25
CA-2014-105417,2014-01-07,2014-01-12,Standard Class,VS-21820,FUR-FU-10004864,76,3,0,-53
US-2017-141509,2017-09-29,2017-10-01,First Class,SC-20575,OFF-AR-10002067,99,5,0,25
CA-2017-139493,2017-09-13,2017-09-19,Standard Class,SG-20605,OFF-AR-10003158,15,5,0,2
CA-2014-151967,2014-10-22,2014-10-26,Standard Class,NB-18580,FUR-FU-10000193,129,4,0,10
US-2016-140158,2016-10-04,2016-10-08,Standard Class,DR-12940,OFF-BI-10000977,30,1,0,13
CA-2015-130974,2015-11-27,2015-11-29,Second Class,MA-17560,OFF-PA-10000743,40,6,0,19
CA-2017-133487,2017-05-06,2017-05-09,Second Class,TS-21655,OFF-AP-10001271,152,3,0,41
CA-2014-142951,2014-10-08,2014-10-08,Same Day,JG-15115,TEC-AC-10002331,23,3,0,4
CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,OFF-PA-10003228,195,4,0,91
CA-2015-120782,2015-04-28,2015-05-01,First Class,SD-20485,OFF-AP-10003779,186,1,0,41
CA-2015-116876,2015-02-14,2015-02-21,Standard Class,TT-21070,OFF-BI-10002897,26,9,0,9
CA-2016-169838,2016-11-25,2016-11-29,Standard Class,BB-11545,FUR-TA-10001095,1568,9,0,329
US-2017-128951,2017-07-15,2017-07-17,First Class,RS-19420,OFF-AP-10002191,179,3,0,50
CA-2014-102330,2014-12-29,2015-01-03,Standard Class,AI-10855,OFF-LA-10003923,88,6,0,44
CA-2016-118899,2016-03-22,2016-03-22,Same Day,MC-17275,FUR-CH-10004754,167,7,0,14
CA-2017-107958,2017-07-02,2017-07-05,First Class,AH-10120,OFF-PA-10000357,163,5,0,59
CA-2017-151799,2017-12-14,2017-12-18,Standard Class,BF-11170,TEC-CO-10002313,1199,2,0,467
CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,OFF-PA-10000605,11,2,0,5
CA-2017-100237,2017-10-15,2017-10-19,Standard Class,SV-20815,OFF-AR-10001761,11,2,0,4
CA-2014-139542,2014-10-25,2014-10-29,Standard Class,EH-14185,TEC-AC-10001553,40,3,0,0
US-2015-142811,2015-04-02,2015-04-07,Standard Class,JL-15850,TEC-PH-10003095,87,5,0,32
CA-2017-139353,2017-10-28,2017-10-30,Second Class,JM-15250,FUR-FU-10001876,77,3,0,15
CA-2014-150203,2014-12-05,2014-12-07,First Class,JB-15925,OFF-AP-10001469,250,6,0,72
US-2017-101518,2017-11-03,2017-11-08,Standard Class,PB-19105,TEC-AC-10001553,40,3,0,0
CA-2015-149636,2015-01-06,2015-01-12,Standard Class,SP-20620,OFF-PA-10004041,29,5,0,9
US-2017-146213,2017-09-09,2017-09-14,Standard Class,MC-17605,TEC-AC-10001114,159,4,0,51
CA-2015-108588,2015-01-05,2015-01-10,Standard Class,BG-11695,OFF-AR-10001615,59,3,0,15
US-2017-138086,2017-04-16,2017-04-20,Standard Class,JO-15550,OFF-AP-10000027,40,3,0,12
CA-2015-139374,2015-09-10,2015-09-14,Standard Class,AR-10345,FUR-CH-10003981,179,1,0,-2
CA-2016-113978,2016-09-25,2016-09-29,Standard Class,TS-21505,OFF-AP-10003849,286,1,0,17
US-2015-150231,2015-03-16,2015-03-20,Second Class,JK-15640,OFF-AR-10001761,17,3,0,6
CA-2016-106915,2016-11-26,2016-12-02,Standard Class,GA-14515,OFF-AR-10000716,17,4,0,4
US-2016-109260,2016-09-26,2016-10-01,Standard Class,TN-21040,TEC-AC-10002637,431,3,0,-75
CA-2017-104850,2017-06-13,2017-06-19,Standard Class,TW-21025,FUR-CH-10003774,291,4,0,-25
CA-2017-140508,2017-09-18,2017-09-21,First Class,PA-19060,OFF-EN-10000927,114,4,0,35
CA-2017-143294,2017-06-02,2017-06-08,Standard Class,JD-15790,OFF-PA-10000743,10,2,0,3
CA-2016-165673,2016-05-15,2016-05-19,Second Class,MN-17935,OFF-PA-10000697,15,4,0,5
CA-2017-134418,2017-09-15,2017-09-20,Standard Class,GM-14500,OFF-AR-10004441,12,3,0,5
US-2016-106313,2016-08-22,2016-08-26,Standard Class,DG-13300,OFF-PA-10001870,19,3,0,9
CA-2014-105872,2014-05-30,2014-06-06,Standard Class,JG-15160,OFF-BI-10003684,70,4,0,26
CA-2017-108287,2017-12-18,2017-12-20,First Class,AG-10330,OFF-AR-10001315,12,9,0,1
CA-2017-141103,2017-07-30,2017-08-06,Standard Class,JF-15355,TEC-PH-10003589,89,5,0,43
CA-2014-154781,2014-11-21,2014-11-26,Standard Class,SC-20680,OFF-PA-10001609,6,2,0,3
CA-2015-147816,2015-09-24,2015-09-26,Second Class,CM-11935,TEC-PH-10003095,35,2,0,13
CA-2017-105326,2017-08-20,2017-08-27,Standard Class,KT-16480,OFF-PA-10001639,25,4,0,12
CA-2016-133613,2016-06-17,2016-06-22,Standard Class,CP-12340,OFF-BI-10002003,7,2,0,3
CA-2015-109113,2015-12-19,2015-12-23,Standard Class,EK-13795,TEC-AC-10004761,25,2,0,4
CA-2015-156153,2015-05-31,2015-06-02,Second Class,CW-11905,OFF-FA-10003472,7,6,0,0
CA-2015-133242,2015-06-18,2015-06-24,Standard Class,KH-16510,FUR-FU-10003464,60,3,0,19
CA-2015-158323,2015-11-30,2015-12-03,First Class,AB-10600,FUR-FU-10001546,17,2,0,1
CA-2015-161795,2015-12-21,2015-12-23,Second Class,AH-10075,OFF-AR-10001919,3,2,0,0
CA-2017-100902,2017-11-17,2017-11-21,Standard Class,CK-12595,OFF-PA-10002558,268,7,0,93
CA-2017-112844,2017-11-13,2017-11-16,Second Class,SP-20620,TEC-PH-10003988,43,4,0,12
CA-2016-158925,2016-10-24,2016-10-28,Standard Class,JP-15460,OFF-PA-10003072,15,3,0,5
CA-2014-155390,2014-12-06,2014-12-11,Standard Class,BG-11035,OFF-PA-10003641,42,2,0,13
CA-2017-123071,2017-12-03,2017-12-06,First Class,CC-12550,OFF-PA-10003729,10,2,0,3
CA-2017-156391,2017-09-26,2017-09-28,First Class,SL-20155,OFF-AR-10003251,2,1,0,0
CA-2015-103093,2015-02-03,2015-02-07,Standard Class,FO-14305,OFF-EN-10003286,74,9,0,35
US-2017-118941,2017-08-12,2017-08-12,Same Day,BB-11545,OFF-AR-10004078,17,3,0,5
CA-2015-169299,2015-08-24,2015-08-26,First Class,DO-13435,OFF-AR-10002053,7,3,0,0
CA-2017-154088,2017-11-12,2017-11-17,Standard Class,LB-16735,OFF-PA-10003651,26,5,0,9
CA-2016-155978,2016-08-01,2016-08-01,Same Day,TS-21205,TEC-PH-10002885,1039,2,0,90
CA-2016-108196,2016-11-25,2016-12-02,Standard Class,CS-12505,OFF-BI-10000545,456,2,0,-304
CA-2016-152800,2016-04-13,2016-04-15,First Class,SP-20920,OFF-EN-10001509,6,3,0,2
CA-2014-166961,2014-12-27,2014-12-31,Standard Class,CD-12790,OFF-AP-10001366,10,1,0,2
CA-2016-139381,2016-04-18,2016-04-22,Standard Class,RF-19840,OFF-AP-10001271,203,4,0,55
CA-2015-132136,2015-03-08,2015-03-12,Standard Class,FO-14305,OFF-BI-10002706,8,3,0,-14
